well_id,wellUse,As,Ca,Ra_Total,U
8078,Unknown,,,,
8079,Unknown,,12,,
8080,Unknown,,11,,
8081,Unknown,,45,,
8082,Unknown,,57,,
8083,Unknown,,38,,
8084,Unknown,,,,
8085,Unknown,,100,,
8086,Unknown,,,,
8087,Unknown,,,,
8088,Unknown,,64,,
8089,Unknown,,,,
8090,Unknown,,28,,
8091,Unknown,,45,,
8092,Unknown,,72,,
8093,Unknown,,2,,
8094,Unknown,,22,,
8095,Unknown,,20,,
8096,Unknown,,36,,
8097,Unknown,,80,,
8098,Unknown,,,,
8099,Unknown,,9,,
8100,Unknown,,49,,
8101,Unknown,,25,,
8102,Unknown,,29,,
8103,Unknown,,30,,
8104,Unknown,,67,,
8105,Unknown,,40,,
8106,Unknown,,20,,
8107,Unknown,,4,,
8108,Unknown,,,,
8109,Unknown,,15,,
8110,Unknown,,42,,
8111,Unknown,,47.5,,
8112,Unknown,,3,,
8113,Unknown,,,,
8114,Unknown,,,,
8115,Unknown,,,,
8116,Unknown,,147,,
8117,Unknown,,67,,
8118,Unknown,,37,,
8119,Unknown,,,,
8120,Unknown,,70,,
8121,Unknown,,4,,
8122,Unknown,,66,,
8123,Unknown,,190,,
8124,Unknown,,29,,
8125,Unknown,,286,,
8126,Unknown,,189,,
8127,Unknown,,54,,
8128,Unknown,,536,,
8129,Unknown,,38,,
8130,Unknown,,19,,
8131,Unknown,,24,,
8132,Unknown,,20,,
8133,Unknown,,,,
8134,Unknown,,254,,
8135,Unknown,,488,,
8136,Unknown,,373,,
8137,Unknown,,66,,
8138,Unknown,,592,,
8139,Unknown,,80,,
8140,Unknown,,108,,
8141,Unknown,,,,
8142,Unknown,,,,
8143,Unknown,,189,,
8144,Unknown,,40,,
8145,Unknown,,41,,
8146,Unknown,,25,,
8147,Unknown,,58,,
8148,Unknown,,16,,
8149,Unknown,,52,,
8150,Unknown,,,,
8151,Unknown,,195,,
8152,Unknown,,,,
8153,Unknown,,58,,
8154,Unknown,,28,,
8155,Unknown,,18,,
8156,Unknown,,17,,
8157,Unknown,,37,,
8158,Unknown,,64,,
8159,Unknown,,,,
8160,Unknown,,52,,
8161,Unknown,,2,,
8162,Unknown,,17,,
8163,Unknown,,,,
8164,Unknown,,37,,
8165,Unknown,,,,
8166,Unknown,,8,,
8167,Unknown,,,,
8168,Unknown,,25,,
8169,Unknown,,44,,
8170,Unknown,,21,,
